# system = C4H4-gto
# path = examples/gwfn/C4H4/HF/cc-pVQZ/CBCS/Slater
# method = EBES
# steps per point = 1000000
# Performing time-step optimization.
# electrons = 28
# approximate DTVMC = 4.26315e-02
# optimized DTVMC = 1.72949e-01
# kinetic energy = 153.57673 +/- 0.41293
# kinetic energy KEI = 154.22031 +/- 0.09619
#       dtvmc   target  acc_ratio  correction  sum_rule  gaussian  exp_mean  kurtosis
 1.49484e-03     0.95    0.92573     1.37371   1.03695   0.00216   1.00003    40.851
 6.00303e-03     0.90    0.85729     1.42706   1.04457   0.01839   1.00015    16.998
 1.35967e-02     0.85    0.79575     1.49199   1.08466   0.07284   0.99948    12.514
 2.44005e-02     0.80    0.74142     1.56791   1.11757   0.18387   0.99869     9.082
 3.85981e-02     0.75    0.69305     1.64849   1.15225   0.37207   1.00160     7.872
 5.64432e-02     0.70    0.64911     1.72939   1.17508   0.64042   0.99628     6.274
 7.82751e-02     0.65    0.61027     1.81803   1.18862   1.00256   0.99126     5.530
 1.04543e-01     0.60    0.57365     1.90320   1.18254   1.43471   0.97645     4.736
 1.35838e-01     0.55    0.53986     1.99127   1.16542   1.94753   0.97802     4.041
 1.72949e-01     0.50    0.50889     2.08514   1.13195   2.52022   0.96283     3.570
 2.16939e-01     0.45    0.47792     2.17379   1.09197   3.15364   0.96054     3.164
 2.69278e-01     0.40    0.44870     2.26867   1.04798   3.86700   0.97400     2.836
 3.32054e-01     0.35    0.41945     2.36388   0.99406   4.62385   1.07009     2.514
 4.08366e-01     0.30    0.39084     2.46652   0.91600   5.30454   1.01545     2.265
 5.03068e-01     0.25    0.36149     2.57432   0.83865   6.04100   0.87695     2.048
 6.24366e-01     0.20    0.33081     2.69113   0.76280   6.87246   0.90204     1.803
 7.87788e-01     0.15    0.29938     2.83270   0.66716   7.58217   0.90319     1.596
 1.02854e+00     0.10    0.26412     3.00797   0.57082   8.45798   0.85241     1.370
 1.46037e+00     0.05    0.21814     3.25009   0.44279   9.11930   1.02412     1.152
